01001,Aguascalientes,Aguascalientes
01003,Aguascalientes,Calvillo
01004,Aguascalientes,Cosio
01010,Aguascalientes,El Llano
01005,Aguascalientes,Jesus Maria
01999,Aguascalientes,No especificado
01006,Aguascalientes,Pabellon de Arteaga
01007,Aguascalientes,Rincon de Romos
01011,Aguascalientes,San Francisco de los Romo
01009,Aguascalientes,Tepezala
02001,Baja California,Ensenada
02002,Baja California,Mexicali
02999,Baja California,No especificado
02005,Baja California,Playas de Rosarito
02003,Baja California,Tecate
02004,Baja California,Tijuana
03003,Baja California Sur,La Paz
03008,Baja California Sur,Los Cabos
03002,Baja California Sur,Mulege
04010,Campeche,Calakmul
04002,Campeche,Campeche
04003,Campeche,Carmen
04009,Campeche,Escarcega
39999,Campeche,No especificado
07003,Chiapas,Acapetahua
07006,Chiapas,Amatenango de la Frontera
07008,Chiapas,angel Albino Corzo
07009,Chiapas,Arriaga
07114,Chiapas,Benemerito de las Americas
07012,Chiapas,Berriozabal
07023,Chiapas,Chamula
07027,Chiapas,Chiapa de Corzo
07017,Chiapas,Cintalapa
07019,Chiapas,Comitan de Dominguez
07014,Chiapas,El Bosque
07032,Chiapas,Escuintla
07033,Chiapas,Francisco Leon
07034,Chiapas,Frontera Comalapa
07035,Chiapas,Frontera Hidalgo
07039,Chiapas,Huitiupan
07040,Chiapas,Huixtla
07046,Chiapas,Jiquipilas
07048,Chiapas,Juarez
07099,Chiapas,La Trinitaria
07052,Chiapas,Las Margaritas
07075,Chiapas,Las Rosas
07051,Chiapas,Mapastepec
07116,Chiapas,Marques de Comillas
07057,Chiapas,Motozintla
07059,Chiapas,Ocosingo
07061,Chiapas,Ocozocoautla de Espinosa
07062,Chiapas,Ostuacan
07065,Chiapas,Palenque
07069,Chiapas,Pijijiapan
07072,Chiapas,Pueblo Nuevo Solistahuacan
07074,Chiapas,Reforma
07077,Chiapas,Salto de Agua
07078,Chiapas,San Cristobal de las Casas
07081,Chiapas,Simojovel
07083,Chiapas,Socoltenango
07087,Chiapas,Suchiate
07089,Chiapas,Tapachula
07097,Chiapas,Tonala
07102,Chiapas,Tuxtla Chico
07101,Chiapas,Tuxtla Gutierrez
07103,Chiapas,Tuzantan
07105,Chiapas,Union Juarez
07106,Chiapas,Venustiano Carranza
07071,Chiapas,Villa Comaltitlan
07107,Chiapas,Villa Corzo
07109,Chiapas,Yajalon
08001,Chihuahua,Ahumada
08002,Chihuahua,Aldama
08003,Chihuahua,Allende
08004,Chihuahua,Aquiles Serdan
08005,Chihuahua,Ascension
08006,Chihuahua,Bachiniva
08007,Chihuahua,Balleza
08008,Chihuahua,Batopilas
08009,Chihuahua,Bocoyna
08010,Chihuahua,Buenaventura
08011,Chihuahua,Camargo
08012,Chihuahua,Carichi
08013,Chihuahua,Casas Grandes
08019,Chihuahua,Chihuahua
08020,Chihuahua,Chinipas
08014,Chihuahua,Coronado
08017,Chihuahua,Cuauhtemoc
08018,Chihuahua,Cusihuiriachi
08021,Chihuahua,Delicias
08022,Chihuahua,Doctor Belisario Dominguez
08023,Chihuahua,Galeana
08025,Chihuahua,Gomez Farias
08026,Chihuahua,Gran Morelos
08027,Chihuahua,Guachochi
08028,Chihuahua,Guadalupe
08029,Chihuahua,Guadalupe y Calvo
08030,Chihuahua,Guazapares
08031,Chihuahua,Guerrero
08032,Chihuahua,Hidalgo del Parral
08033,Chihuahua,Huejotitan
08034,Chihuahua,Ignacio Zaragoza
08035,Chihuahua,Janos
08036,Chihuahua,Jimenez
08037,Chihuahua,Juarez
08038,Chihuahua,Julimes
08016,Chihuahua,La Cruz
08039,Chihuahua,Lopez
08040,Chihuahua,Madera
08041,Chihuahua,Maguarichi
08043,Chihuahua,Matachi
08044,Chihuahua,Matamoros
08045,Chihuahua,Meoqui
08046,Chihuahua,Morelos
08047,Chihuahua,Moris
08048,Chihuahua,Namiquipa
08999,Chihuahua,No especificado
08050,Chihuahua,Nuevo Casas Grandes
08051,Chihuahua,Ocampo
08052,Chihuahua,Ojinaga
08053,Chihuahua,Praxedis G. Guerrero
08054,Chihuahua,Riva Palacio
08055,Chihuahua,Rosales
08057,Chihuahua,San Francisco de Borja
08058,Chihuahua,San Francisco de Conchos
08059,Chihuahua,San Francisco del Oro
08060,Chihuahua,Santa Barbara
08024,Chihuahua,Santa Isabel
08061,Chihuahua,Satevo
08062,Chihuahua,Saucillo
08063,Chihuahua,Temosachic
08065,Chihuahua,Urique
08066,Chihuahua,Uruachi
08067,Chihuahua,Valle de Zaragoza
05002,Coahuila,Acuña
05003,Coahuila,Allende
05004,Coahuila,Arteaga
05009,Coahuila,Francisco I. Madero
05010,Coahuila,Frontera
05011,Coahuila,General Cepeda
05017,Coahuila,Matamoros
05018,Coahuila,Monclova
05022,Coahuila,Nava
05024,Coahuila,Parras
05025,Coahuila,Piedras Negras
05027,Coahuila,Ramos Arizpe
05030,Coahuila,Saltillo
05032,Coahuila,San Juan de Sabinas
05033,Coahuila,San Pedro
05035,Coahuila,Torreon
05036,Coahuila,Viesca
05037,Coahuila,Villa Union
06001,Colima,Armeria
06002,Colima,Colima
06003,Colima,Comala
06004,Colima,Coquimatlan
06005,Colima,Cuauhtemoc
06006,Colima,Ixtlahuacan
06007,Colima,Manzanillo
06009,Colima,Tecoman
06010,Colima,Villa de alvarez
09010,Distrito Federal,alvaro Obregon
09002,Distrito Federal,Azcapotzalco
09014,Distrito Federal,Benito Juarez
09003,Distrito Federal,Coyoacan
09004,Distrito Federal,Cuajimalpa de Morelos
09015,Distrito Federal,Cuauhtemoc
09005,Distrito Federal,Gustavo A. Madero
09006,Distrito Federal,Iztacalco
09007,Distrito Federal,Iztapalapa
09008,Distrito Federal,La Magdalena Contreras
09016,Distrito Federal,Miguel Hidalgo
09009,Distrito Federal,Milpa Alta
09999,Distrito Federal,No especificado
09011,Distrito Federal,Tlahuac
09012,Distrito Federal,Tlalpan
09017,Distrito Federal,Venustiano Carranza
09013,Distrito Federal,Xochimilco
10001,Durango,Canatlan
10002,Durango,Canelas
10004,Durango,Cuencame
10005,Durango,Durango
10018,Durango,El Oro
10006,Durango,General Simon Bolivar
10007,Durango,Gomez Palacio
10008,Durango,Guadalupe Victoria
10009,Durango,Guanacevi
10011,Durango,Inde
10012,Durango,Lerdo
10013,Durango,Mapimi
10014,Durango,Mezquital
10015,Durango,Nazas
10999,Durango,No especificado
10016,Durango,Nombre de Dios
10039,Durango,Nuevo Ideal
10017,Durango,Ocampo
10019,Durango,Otaez
10020,Durango,Panuco de Coronado
10021,Durango,Peñon Blanco
10022,Durango,Poanas
10023,Durango,Pueblo Nuevo
10024,Durango,Rodeo
10025,Durango,San Bernardo
10026,Durango,San Dimas
10028,Durango,San Juan del Rio
10030,Durango,San Pedro del Gallo
10032,Durango,Santiago Papasquiaro
10033,Durango,Suchil
10034,Durango,Tamazula
10035,Durango,Tepehuanes
10036,Durango,Tlahualilo
10037,Durango,Topia
10038,Durango,Vicente Guerrero
11001,Guanajuato,Abasolo
11002,Guanajuato,Acambaro
11004,Guanajuato,Apaseo el Alto
11005,Guanajuato,Apaseo el Grande
11007,Guanajuato,Celaya
11009,Guanajuato,Comonfort
11010,Guanajuato,Coroneo
11011,Guanajuato,Cortazar
11012,Guanajuato,Cueramaro
11013,Guanajuato,Doctor Mora
11014,Guanajuato,Dolores Hidalgo
11015,Guanajuato,Guanajuato
11016,Guanajuato,Huanimaro
11017,Guanajuato,Irapuato
11018,Guanajuato,Jaral del Progreso
11019,Guanajuato,Jerecuaro
11020,Guanajuato,Leon
11008,Guanajuato,Manuel Doblado
11021,Guanajuato,Moroleon
11022,Guanajuato,Ocampo
11023,Guanajuato,Penjamo
11025,Guanajuato,Purisima del Rincon
11026,Guanajuato,Romita
11027,Guanajuato,Salamanca
11028,Guanajuato,Salvatierra
11030,Guanajuato,San Felipe
11031,Guanajuato,San Francisco del Rincon
11032,Guanajuato,San Jose Iturbide
11033,Guanajuato,San Luis de la Paz
11003,Guanajuato,San Miguel de Allende
11035,Guanajuato,Santa Cruz de Juventino Rosas
11037,Guanajuato,Silao
11038,Guanajuato,Tarandacuao
11039,Guanajuato,Tarimoro
11041,Guanajuato,Uriangato
11042,Guanajuato,Valle de Santiago
11044,Guanajuato,Villagran
11046,Guanajuato,Yuriria
12001,Guerrero,Acapulco de Juarez
12002,Guerrero,Ahuacuotzingo
12003,Guerrero,Ajuchitlan del Progreso
12004,Guerrero,Alcozauca de Guerrero
12006,Guerrero,Apaxtla
12007,Guerrero,Arcelia
12009,Guerrero,Atlamajalcingo del Monte
12010,Guerrero,Atlixtac
12011,Guerrero,Atoyac de alvarez
12012,Guerrero,Ayutla de los Libres
12013,Guerrero,Azoyu
12014,Guerrero,Benito Juarez
12015,Guerrero,Buenavista de Cuellar
12028,Guerrero,Chilapa de alvarez
12029,Guerrero,Chilpancingo de los Bravo
12016,Guerrero,Coahuayutla de Jose Maria Izazaga
12017,Guerrero,Cocula
12018,Guerrero,Copala
12020,Guerrero,Copanatoyac
12021,Guerrero,Coyuca de Benitez
12022,Guerrero,Coyuca de Catalan
12023,Guerrero,Cuajinicuilapa
12026,Guerrero,Cuetzala del Progreso
12027,Guerrero,Cutzamala de Pinzon
12075,Guerrero,Eduardo Neri
12030,Guerrero,Florencio Villarreal
12031,Guerrero,General Canuto A. Neri
12032,Guerrero,General Heliodoro Castillo
12033,Guerrero,Huamuxtitlan
12034,Guerrero,Huitzuco de los Figueroa
12035,Guerrero,Iguala de la Independencia
12036,Guerrero,Igualapa
12037,Guerrero,Ixcateopan de Cuauhtemoc
12039,Guerrero,Juan R. Escudero
12080,Guerrero,Juchitan
12068,Guerrero,La Union de Isidoro Montes de Oca
12040,Guerrero,Leonardo Bravo
12041,Guerrero,Malinaltepec
12077,Guerrero,Marquelia
12042,Guerrero,Martir de Cuilapan
12043,Guerrero,Metlatonoc
12044,Guerrero,Mochitlan
12999,Guerrero,No especificado
12045,Guerrero,Olinala
12046,Guerrero,Ometepec
12047,Guerrero,Pedro Ascencio Alquisiras
12048,Guerrero,Petatlan
12049,Guerrero,Pilcaya
12050,Guerrero,Pungarabato
12051,Guerrero,Quechultenango
12052,Guerrero,San Luis Acatlan
12053,Guerrero,San Marcos
12054,Guerrero,San Miguel Totolapan
12055,Guerrero,Taxco de Alarcon
12056,Guerrero,Tecoanapa
12057,Guerrero,Tecpan de Galeana
12058,Guerrero,Teloloapan
12059,Guerrero,Tepecoacuilco de Trujano
12060,Guerrero,Tetipac
12061,Guerrero,Tixtla de Guerrero
12062,Guerrero,Tlacoachistlahuaca
12063,Guerrero,Tlacoapa
12064,Guerrero,Tlalchapa
12065,Guerrero,Tlalixtaquilla de Maldonado
12066,Guerrero,Tlapa de Comonfort
12067,Guerrero,Tlapehuala
12071,Guerrero,Xochistlahuaca
12072,Guerrero,Zapotitlan Tablas
12038,Guerrero,Zihuatanejo de Azueta
12073,Guerrero,Zirandaro
12074,Guerrero,Zitlala
13001,Hidalgo,Acatlan
13002,Hidalgo,Acaxochitlan
13003,Hidalgo,Actopan
13006,Hidalgo,Alfajayucan
13008,Hidalgo,Apan
13013,Hidalgo,Atotonilco de Tula
13012,Hidalgo,Atotonilco el Grande
13019,Hidalgo,Chilcuautla
13016,Hidalgo,Cuautepec de Hinojosa
13009,Hidalgo,El Arenal
13022,Hidalgo,Epazoyucan
13024,Hidalgo,Huasca de Ocampo
13028,Hidalgo,Huejutla de Reyes
13030,Hidalgo,Ixmiquilpan
13031,Hidalgo,Jacala de Ledezma
13035,Hidalgo,Metepec
13037,Hidalgo,Metztitlan
13051,Hidalgo,Mineral de la Reforma
13041,Hidalgo,Mixquiahuala de Juarez
13044,Hidalgo,Nopala de Villagran
13048,Hidalgo,Pachuca de Soto
13050,Hidalgo,Progreso de Obregon
13036,Hidalgo,San Agustin Metzquititlan
13053,Hidalgo,San Bartolo Tutotepec
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero
13057,Hidalgo,Singuilucan
13061,Hidalgo,Tepeapulco
13063,Hidalgo,Tepeji del Rio de Ocampo
13067,Hidalgo,Tezontepec de Aldama
13069,Hidalgo,Tizayuca
13073,Hidalgo,Tlanchinol
13075,Hidalgo,Tolcayuca
13076,Hidalgo,Tula de Allende
13077,Hidalgo,Tulancingo de Bravo
13066,Hidalgo,Villa de Tezontepec
13083,Hidalgo,Zempoala
14002,Jalisco,Acatlan de Juarez
14005,Jalisco,Amatitan
14008,Jalisco,Arandas
14012,Jalisco,Atenguillo
14013,Jalisco,Atotonilco el Alto
14015,Jalisco,Autlan de Navarro
14016,Jalisco,Ayotlan
14020,Jalisco,Cabo Corrientes
14030,Jalisco,Chapala
14031,Jalisco,Chimaltitan
14022,Jalisco,Cihuatlan
14024,Jalisco,Cocula
14025,Jalisco,Colotlan
14027,Jalisco,Cuautitlan de Garcia Barragan
14029,Jalisco,Cuquio
14033,Jalisco,Degollado
14009,Jalisco,El Arenal
14037,Jalisco,El Grullo
14070,Jalisco,El Salto
14079,Jalisco,Gomez Farias
14038,Jalisco,Guachinango
14039,Jalisco,Guadalajara
14040,Jalisco,Hostotipaquillo
14042,Jalisco,Huejuquilla el Alto
14044,Jalisco,Ixtlahuacan de los Membrillos
14045,Jalisco,Ixtlahuacan del Rio
14047,Jalisco,Jamay
14048,Jalisco,Jesus Maria
14049,Jalisco,Jilotlan de los Dolores
14050,Jalisco,Jocotepec
14051,Jalisco,Juanacatlan
14018,Jalisco,La Barca
14043,Jalisco,La Huerta
14057,Jalisco,La Manzanilla de la Paz
14053,Jalisco,Lagos de Moreno
14058,Jalisco,Mascota
14059,Jalisco,Mazamitla
14060,Jalisco,Mexticacan
14061,Jalisco,Mezquitic
14062,Jalisco,Mixtlan
14999,Jalisco,No especificado
14063,Jalisco,Ocotlan
14064,Jalisco,Ojuelos de Jalisco
14065,Jalisco,Pihuamo
14067,Jalisco,Puerto Vallarta
14069,Jalisco,Quitupan
14113,Jalisco,San Gabriel
14125,Jalisco,San Ignacio Cerro Gordo
14007,Jalisco,San Juanito de Escobedo
14074,Jalisco,San Julian
14076,Jalisco,San Martin de Bolaños
14077,Jalisco,San Martin Hidalgo
14078,Jalisco,San Miguel el Alto
14080,Jalisco,San Sebastian del Oeste
14082,Jalisco,Sayula
14083,Jalisco,Tala
14084,Jalisco,Talpa de Allende
14085,Jalisco,Tamazula de Gordiano
14086,Jalisco,Tapalpa
14087,Jalisco,Tecalitlan
14091,Jalisco,Teocaltiche
14092,Jalisco,Teocuitatlan de Corona
14093,Jalisco,Tepatitlan de Morelos
14094,Jalisco,Tequila
14095,Jalisco,Teuchitlan
14096,Jalisco,Tizapan el Alto
14097,Jalisco,Tlajomulco de Zuñiga
14098,Jalisco,Tlaquepaque
14100,Jalisco,Tomatlan
14101,Jalisco,Tonala
14104,Jalisco,Totatiche
14105,Jalisco,Tototlan
14107,Jalisco,Tuxcueca
14108,Jalisco,Tuxpan
14109,Jalisco,Union de San Antonio
14114,Jalisco,Villa Corona
14115,Jalisco,Villa Guerrero
14116,Jalisco,Villa Hidalgo
14068,Jalisco,Villa Purificacion
14118,Jalisco,Yahualica de Gonzalez Gallo
14120,Jalisco,Zapopan
14121,Jalisco,Zapotiltic
14122,Jalisco,Zapotitlan de Vadillo
14123,Jalisco,Zapotlan del Rey
14023,Jalisco,Zapotlan el Grande
14124,Jalisco,Zapotlanejo
15001,Mexico,Acambay
15002,Mexico,Acolman
15005,Mexico,Almoloya de Juarez
15007,Mexico,Amanalco
15008,Mexico,Amatepec
15009,Mexico,Amecameca
15010,Mexico,Apaxco
15011,Mexico,Atenco
15012,Mexico,Atizapan
15013,Mexico,Atizapan de Zaragoza
15015,Mexico,Atlautla
15016,Mexico,Axapusco
15017,Mexico,Ayapango
15018,Mexico,Calimaya
15025,Mexico,Chalco
15028,Mexico,Chiautla
15029,Mexico,Chicoloapan
15031,Mexico,Chimalhuacan
15020,Mexico,Coacalco de Berriozabal
15021,Mexico,Coatepec Harinas
15022,Mexico,Cocotitlan
15023,Mexico,Coyotepec
15024,Mexico,Cuautitlan
15121,Mexico,Cuautitlan Izcalli
15032,Mexico,Donato Guerra
15033,Mexico,Ecatepec de Morelos
15034,Mexico,Ecatzingo
15035,Mexico,Huehuetoca
15037,Mexico,Huixquilucan
15038,Mexico,Isidro Fabela
15039,Mexico,Ixtapaluca
15040,Mexico,Ixtapan de la Sal
15041,Mexico,Ixtapan del Oro
15042,Mexico,Ixtlahuaca
15044,Mexico,Jaltenco
15045,Mexico,Jilotepec
15046,Mexico,Jilotzingo
15047,Mexico,Jiquipilco
15050,Mexico,Juchitepec
15070,Mexico,La Paz
15051,Mexico,Lerma
15123,Mexico,Luvianos
15053,Mexico,Melchor Ocampo
15054,Mexico,Metepec
05019,Mexico,Morelos
15057,Mexico,Naucalpan de Juarez
15059,Mexico,Nextlalpan
15058,Mexico,Nezahualcoyotl
15060,Mexico,Nicolas Romero
15999,Mexico,No especificado
15061,Mexico,Nopaltepec
15062,Mexico,Ocoyoacac
15063,Mexico,Ocuilan
15065,Mexico,Otumba
15067,Mexico,Otzolotepec
15068,Mexico,Ozumba
15072,Mexico,Rayon
15124,Mexico,San Jose del Rincon
15075,Mexico,San Martin de las Piramides
15076,Mexico,San Mateo Atenco
15080,Mexico,Sultepec
15081,Mexico,Tecamac
15082,Mexico,Tejupilco
15084,Mexico,Temascalapa
15086,Mexico,Temascaltepec
15087,Mexico,Temoaya
15088,Mexico,Tenancingo
15089,Mexico,Tenango del Aire
15090,Mexico,Tenango del Valle
15091,Mexico,Teoloyucan
15092,Mexico,Teotihuacan
15093,Mexico,Tepetlaoxtoc
15094,Mexico,Tepetlixpa
15095,Mexico,Tepotzotlan
15096,Mexico,Tequixquiac
15097,Mexico,Texcaltitlan
15099,Mexico,Texcoco
15100,Mexico,Tezoyuca
15101,Mexico,Tianguistenco
15103,Mexico,Tlalmanalco
15104,Mexico,Tlalnepantla de Baz
15105,Mexico,Tlatlaya
15106,Mexico,Toluca
15107,Mexico,Tonatico
15108,Mexico,Tultepec
15109,Mexico,Tultitlan
15110,Mexico,Valle de Bravo
15122,Mexico,Valle de Chalco Solidaridad
15112,Mexico,Villa del Carbon
15113,Mexico,Villa Guerrero
15114,Mexico,Villa Victoria
15043,Mexico,Xalatlaco
15116,Mexico,Zacazonapan
15117,Mexico,Zacualpan
15118,Mexico,Zinacantepec
15119,Mexico,Zumpahuacan
15120,Mexico,Zumpango
16001,Michoacan,Acuitzio
16002,Michoacan,Aguililla
16003,Michoacan,alvaro Obregon
16006,Michoacan,Apatzingan
16007,Michoacan,Aporo
16008,Michoacan,Aquila
16009,Michoacan,Ario
16010,Michoacan,Arteaga
16011,Michoacan,Briseñas
16012,Michoacan,Buenavista
16013,Michoacan,Caracuaro
16021,Michoacan,Charapan
16022,Michoacan,Charo
16024,Michoacan,Cheran
16025,Michoacan,Chilchota
16026,Michoacan,Chinicuila
16027,Michoacan,Chucandiro
16029,Michoacan,Churumuco
16014,Michoacan,Coahuayana
16015,Michoacan,Coalcoman de Vazquez Pallares
16074,Michoacan,Cojumatlan de Regules
16017,Michoacan,Contepec
